nm_loja;nm_cidade;sg_estado;nm_regiao;nm_produto;nm_subcategoria;nm_categoria;nm_departamento;nm_promocao;de_tipo_reducao_preco;de_veiculo_divulgacao;de_tipo_display;dt_compra;nm_dia_da_semana;dt_mes;dt_ano;fl_feriado;dt_dia;dt_semestre;vl_total_vendas;qtd_unidades_antigas;qtd_unidades_vendidas;vl_total_custo;qtd_clientes;nm_pais
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-05;Quarta;10;2006;Não;05;4;87.98;99;99;71.81;82;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-08;Sábado;10;2006;Não;08;4;8.8;15;15;7.25;15;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-14;Sexta;10;2006;Não;14;4;39.01;29;29;32.23;22;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-16;Domingo;10;2006;Não;16;4;45.11;34;34;40.32;19;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-31;Segunda;10;2006;Sim;31;4;35.4;60;60;30.11;47;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-09;Quarta;11;2006;Não;09;4;7.03;8;8;5.71;7;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-12;Sábado;11;2006;Não;12;4;46.4;79;79;38.34;43;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-04;Domingo;12;2006;Não;04;4;53.59;57;57;47.089999999999996;43;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-01;Domingo;01;2007;Não;01;1;124.15;94;94;107.38;62;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-08;Domingo;01;2007;Não;08;1;47.5;54;54;39.69;31;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-12;Quinta;01;2007;Sim;12;1;49.86;56;56;43.61;51;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-13;Sexta;01;2007;Não;13;1;104.87;79;79;94.29;52;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-19;Quinta;01;2007;Não;19;1;55.28;42;42;47.73;36;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-24;Terça;01;2007;Não;24;1;28.37;48;48;25.23;26;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-26;Quinta;01;2007;Não;26;1;64.18;48;48;51.58;30;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-10;Sexta;02;2007;Não;10;1;60.72;69;69;48.85;36;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-14;Quinta;03;2007;Não;14;1;2.56;3;3;2.07;2;Brasil
Loja 6;Comara;AP;Norte;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-20;Quarta;03;2007;Não;20;1;10.86;8;8;9.45;5;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-01;Sábado;10;2006;Não;01;4;195.47;77;77;158.72;57;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-04;Terça;10;2006;Não;04;4;134.54;53;53;112.51;53;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-11;Terça;10;2006;Sim;11;4;208.17;82;82;181.72;61;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-16;Domingo;10;2006;Não;16;4;367.74;97;97;324.35;82;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-20;Quinta;10;2006;Não;20;4;26.73;11;11;23.83;8;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-01;Terça;11;2006;Não;01;4;159.55;63;63;141.18;35;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-03;Quinta;11;2006;Não;03;4;44.26;26;26;39.5;13;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-06;Domingo;11;2006;Não;06;4;155.36;92;92;125.4;57;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-15;Terça;11;2006;Não;15;4;116.34;31;31;95.31;20;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-20;Domingo;11;2006;Não;20;4;204.83;81;81;174.71;58;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-28;Segunda;11;2006;Não;28;4;124.32;33;33;104.44;17;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-03;Sábado;12;2006;Não;03;4;218.04;86;86;180.0;45;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-09;Sexta;12;2006;Não;09;4;193.9;76;76;157.63;39;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-18;Domingo;12;2006;Não;18;4;134.47;80;80;115.46;63;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-19;Segunda;12;2006;Não;19;4;282.64;74;74;248.85;53;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-20;Terça;12;2006;Não;20;4;374.17;98;98;336.57;76;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-03;Terça;01;2007;Não;03;1;222.71;59;59;196.54;43;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-06;Sexta;01;2007;Não;06;1;99.62;26;26;81.03;21;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-14;Sábado;01;2007;Não;14;1;90.87;54;54;80.08;31;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-17;Terça;01;2007;Não;17;1;5.05;3;3;4.09;3;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-19;Quinta;01;2007;Não;19;1;168.03;99;99;143.84;75;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-24;Terça;01;2007;Não;24;1;218.34;57;57;193.71;57;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-26;Quinta;01;2007;Não;26;1;149.9;59;59;128.31;37;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-05;Domingo;02;2007;Não;05;1;141.12;37;37;123.94;20;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-11;Sábado;02;2007;Não;11;1;360.22;95;95;324.17;70;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-13;Segunda;02;2007;Não;13;1;165.82;98;98;136.58;95;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-14;Terça;02;2007;Não;14;1;74.48;20;20;65.53;14;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-15;Quarta;02;2007;Não;15;1;113.0;66;66;95.65;58;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-26;Domingo;02;2007;Não;26;1;140.65;55;55;116.19;32;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-28;Terça;02;2007;Não;28;1;146.95;87;87;122.31;54;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-05;Terça;03;2007;Não;05;1;130.44;51;51;109.03;33;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-17;Domingo;03;2007;Não;17;1;156.64;62;62;129.95;46;Brasil
Loja 7;Macapá;AP;Norte;Baconzitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-19;Terça;03;2007;Não;19;1;51.09;20;20;44.96;13;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Panfletagem;Sem redução;Rádio;Nenhum;2006-11-14;Segunda;11;2006;Não;14;4;53.6;73;73;47.38;56;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Panfletagem;Sem redução;Rádio;Rack;2007-01-15;Domingo;01;2007;Não;15;1;70.12;95;95;59.78;90;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-05;Quarta;10;2006;Não;05;4;108.01;98;98;93.81;53;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-06;Quinta;10;2006;Não;06;4;63.94;58;58;52.26;56;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-11;Terça;10;2006;Sim;11;4;41.7;38;38;37.36;33;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-15;Sábado;10;2006;Não;15;4;106.79;97;97;89.61;51;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-02;Quarta;11;2006;Não;02;4;21.48;44;44;18.62;34;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-04;Sexta;11;2006;Não;04;4;24.19;33;33;20.33;26;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-09;Quarta;11;2006;Não;09;4;16.44;34;34;13.5;30;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-28;Segunda;11;2006;Não;28;4;7.38;10;10;6.63;9;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-06;Terça;12;2006;Não;06;4;10.98;22;22;8.86;20;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-21;Quarta;12;2006;Não;21;4;41.73;85;85;33.7;51;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-29;Quinta;12;2006;Não;29;4;40.11;82;82;32.88;80;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-01;Domingo;01;2007;Não;01;1;44.37;60;60;37.73;34;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-09;Segunda;01;2007;Não;09;1;36.05;49;49;30.02;34;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-22;Domingo;01;2007;Não;22;1;61.67;56;56;55.22;49;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-24;Terça;01;2007;Não;24;1;18.04;37;37;15.98;21;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-25;Quarta;01;2007;Não;25;1;25.39;52;52;20.89;33;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-27;Sexta;01;2007;Não;27;1;138.65;167;167;121.96;119;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-06;Segunda;02;2007;Não;06;1;46.74;64;64;39.68;57;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-11;Segunda;03;2007;Não;11;1;16.65;15;15;14.91;9;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-14;Quinta;03;2007;Não;14;1;22.18;30;30;19.94;28;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-24;Domingo;03;2007;Não;24;1;24.25;43;43;21.52;36;Brasil
Loja 7;Macapá;AP;Norte;Bombom Garoto;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-28;Quinta;03;2007;Não;28;1;71.88;65;65;57.78;44;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Panfletagem;Sem redução;Rádio;Rack;2007-01-12;Quinta;01;2007;Sim;12;1;26.25;24;24;21.15;17;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Panfletagem;Sem redução;Rádio;Rack;2007-01-17;Terça;01;2007;Não;17;1;2.23;3;3;1.93;3;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-10;Segunda;10;2006;Não;10;4;75.91;69;69;66.24;37;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-20;Quinta;10;2006;Não;20;4;65.01;59;59;52.8;49;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-26;Quarta;10;2006;Não;26;4;69.96;63;63;58.67;33;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-07;Segunda;11;2006;Não;07;4;15.65;14;14;13.45;14;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-20;Domingo;11;2006;Não;20;4;32.14;29;29;25.88;23;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-22;Terça;11;2006;Não;22;4;11.03;23;23;9.5;18;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-01;Quinta;12;2006;Não;01;4;14.07;29;29;11.55;28;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-03;Sábado;12;2006;Não;03;4;23.22;47;47;18.71;42;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-10;Sábado;12;2006;Não;10;4;26.87;37;37;24.06;28;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-14;Quarta;12;2006;Não;14;4;39.46;81;81;32.23;58;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-16;Sexta;12;2006;Não;16;4;30.25;41;41;24.39;22;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-19;Quinta;01;2007;Não;19;1;1.53;1;1;1.35;1;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-02;Quinta;02;2007;Não;02;1;83.33;76;76;70.94;66;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-22;Quarta;02;2007;Não;22;1;24.82;51;51;20.39;26;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-28;Quarta;02;2007;Não;28;1;26.25;54;54;21.19;45;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-03;Domingo;03;2007;Não;03;1;36.15;74;74;30.76;55;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-12;Terça;03;2007;Não;12;1;103.04;93;93;86.23;76;Brasil
Loja 7;Macapá;AP;Norte;Bombom Lacta;Guloseimas;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-16;Sábado;03;2007;Não;16;1;3.55;7;7;2.87;5;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Noite maluca;Temporário;Jornal diário;Fim do corredor;2007-03-15;Sexta;03;2007;Não;15;1;46.36;70;70;66.42;59;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Noite maluca;Temporário;Jornal diário;Fim do corredor;2007-03-19;Terça;03;2007;Não;19;1;36.26;58;58;51.26;47;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-02;Domingo;10;2006;Não;02;4;16.67;24;24;13.42;21;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-09;Domingo;10;2006;Não;09;4;61.97;90;90;52.23;83;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-10;Segunda;10;2006;Não;10;4;42.21;41;41;37.98;40;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-27;Quinta;10;2006;Não;27;4;87.17;84;84;71.98;77;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-28;Sexta;10;2006;Não;28;4;48.31;31;31;39.94;25;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-29;Sábado;10;2006;Não;29;4;6.26;9;9;5.28;9;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-05;Sábado;11;2006;Não;05;4;47.23;46;46;42.02;42;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-07;Segunda;11;2006;Não;07;4;0.44;0;0;0.37;0;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-09;Quarta;11;2006;Não;09;4;97.19;63;63;78.49;52;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-02;Sexta;12;2006;Não;02;4;29.48;19;19;25.21;19;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-19;Segunda;12;2006;Não;19;4;116.76;75;75;98.54;53;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-23;Sexta;12;2006;Não;23;4;30.56;44;44;25.32;42;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-26;Segunda;12;2006;Não;26;4;98.25;63;63;83.71;57;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-31;Sábado;12;2006;Não;31;4;186.08999999999997;136;136;152.89;118;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-13;Sexta;01;2007;Não;13;1;108.6;70;70;97.56;46;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-16;Segunda;01;2007;Não;16;1;59.44;57;57;52.25;49;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-18;Quarta;01;2007;Não;18;1;26.81;39;39;22.45;32;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-22;Domingo;01;2007;Não;22;1;43.18;63;63;36.89;54;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-24;Terça;01;2007;Não;24;1;124.82;80;80;104.12;41;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-30;Segunda;01;2007;Não;30;1;6.99;5;5;5.67;4;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-22;Quarta;02;2007;Não;22;1;43.18;63;63;37.15;39;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-28;Terça;02;2007;Não;28;1;13.2;9;9;11.85;6;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Tapete Vermelho;Instantânea;Panfleto;Nenhum;2007-03-11;Segunda;03;2007;Não;11;1;25.87;54;54;30.95;47;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Tapete Vermelho;Instantânea;Panfleto;Nenhum;2007-03-12;Terça;03;2007;Não;12;1;13.53;19;19;15.6;13;Brasil
Loja 7;Macapá;AP;Norte;Cebolitos;Salgados;Comida;Mercearia;Tapete Vermelho;Instantânea;Panfleto;Nenhum;2007-03-14;Quinta;03;2007;Não;14;1;17.97;25;25;22.78;20;Brasil
Loja 7;Macapá;AP;Norte;Chester;Congelados;Comida;Mercearia;Desconto Especial;Temporário;Jornal diário;Nenhum;2006-10-01;Sábado;10;2006;Não;01;4;112.21;83;83;123.76;77;Brasil
Loja 7;Macapá;AP;Norte;Chester;Congelados;Comida;Mercearia;Desconto Especial;Temporário;Jornal diário;Nenhum;2006-10-02;Domingo;10;2006;Não;02;4;81.68;27;27;85.62;25;Brasil
