vl_total_vendas;qtd_unidades_antigas;qtd_unidades_vendidas;vl_total_custo;qtd_clientes;sk_loja;sk_produto;sk_calendario;sk_divulgacao
131.72;59;59;117.0;34;14;7;51;11
11.9;12;12;10.16;10;20;7;51;11
77.87;79;79;63.28;51;2;8;51;11
82.12;55;55;65.98;40;8;8;51;11
203.57;91;91;179.63;84;20;8;51;11
129.35;58;58;107.6;42;11;9;51;11
108.1;73;73;94.45;69;13;9;51;11
33.92;34;34;27.77;19;18;9;51;11
146.4;66;66;125.22;64;5;7;139;11
25.65;17;17;21.55;16;12;7;139;11
86.49;87;87;73.34;82;19;7;139;11
50.53;34;34;43.77;26;7;8;139;11
79.81;81;81;70.8;51;16;8;139;11
195.94;88;88;167.75;59;17;8;139;11
46.55;47;47;40.91;36;8;9;139;11
17.02;11;11;14.35;11;11;9;139;11
38.6;17;17;32.49;15;17;9;139;11
205.64;92;92;178.51;54;4;7;124;11
106.61;72;72;90.84;42;5;7;124;11
47.83;48;48;39.42;41;20;7;124;11
31.53;32;32;25.62;16;1;8;124;11
220.34;99;99;179.59;84;12;8;124;11
15.34;10;10;13.77;6;20;8;124;11
30.15;20;20;26.41;20;2;9;124;11
208.24;93;93;177.01;63;9;9;124;11
17.15;17;17;13.85;12;16;9;124;11
158.56;71;71;130.83;52;2;7;175;11
23.78;24;24;20.48;15;13;7;175;11
80.1;54;54;66.58;43;15;7;175;11
57.66;58;58;50.02;41;2;8;175;11
133.34;73;73;112.75;55;3;8;175;11
191.34;86;86;168.41;63;2;9;175;11
145.33;98;98;119.31;67;13;9;175;11
58.89;59;59;49.13;31;14;9;175;11
105.0;71;71;86.53;51;5;7;54;11
94.31;42;42;84.82;42;8;7;54;11
75.77;77;77;61.42;57;9;7;54;11
109.53;49;49;98.34;40;5;8;54;11
4.38;3;3;3.86;2;15;8;54;11
48.89;49;49;39.43;32;19;8;54;11
101.76;69;69;86.06;67;2;9;54;11
51.91;23;23;41.6;12;11;9;54;11
43.5;44;44;37.86;37;18;9;54;11
50.3;34;34;44.85;21;12;7;48;11
2.26;2;2;1.92;1;18;7;48;11
158.13;71;71;136.14;45;20;7;48;11
71.75;72;72;63.05;36;6;8;48;11
88.23;59;59;75.11;38;13;8;48;11
94.5;42;42;77.87;28;16;8;48;11
41.53;28;28;34.11;17;7;9;48;11
29.47;30;30;26.24;27;9;9;48;11
75.43;34;34;67.24;33;15;9;48;11
198.77;111;111;172.72;70;12;7;176;11
16.47;17;17;14.52;16;19;7;176;11
97.85;99;99;84.25;62;8;8;176;11
85.64;58;58;73.75;33;11;8;176;11
140.14;63;63;123.49;58;16;8;176;11
167.53;75;75;139.7;48;9;9;176;11
0.06;0;0;0.05;0;10;9;176;11
3.6;2;2;2.99;2;15;9;176;11
92.27;93;93;77.66;55;5;7;177;11
19.93;9;9;16.67;8;7;7;177;11
138.42;93;93;113.96;71;14;7;177;11
24.02;24;24;19.6;20;2;8;177;11
118.95;80;80;99.06;41;4;8;177;11
160.05;72;72;136.17;56;20;8;177;11
86.54;87;87;71.08;57;8;9;177;11
36.65;16;16;32.38;12;14;9;177;11
126.71;85;85;111.28;48;18;9;177;11
37.89;26;26;31.82;15;1;7;121;11
51.67;52;52;43.16;47;7;7;121;11
100.14;45;45;88.75;36;12;7;121;11
74.49;50;50;65.02;34;3;8;121;11
194.07;87;87;155.86;70;5;8;121;11
53.6;54;54;47.78;38;8;8;121;11
64.76;65;65;52.36;34;11;9;121;11
71.9;32;32;63.01;30;13;9;121;11
120.69;81;81;99.41;44;18;9;121;11
91.55;41;41;75.65;28;1;7;57;11
26.55;27;27;22.15;16;8;7;57;11
46.01;31;31;37.05;29;19;7;57;11
49.98;34;34;44.09;26;3;8;57;11
73.85;33;33;64.23;28;7;8;57;11
81.88;83;83;71.55;60;14;8;57;11
51.27;52;52;45.44;48;4;9;57;11
39.39;27;27;34.64;25;6;9;57;11
39.04;18;18;31.43;15;14;9;57;11
108.38;49;49;90.8;47;9;7;104;11
10.79;11;11;9.57;9;11;7;104;11
132.0;89;89;106.13;62;16;7;104;11
23.21;23;23;18.77;21;6;8;104;11
136.91;92;92;112.0;72;8;8;104;11
208.55;94;94;169.33;78;11;8;104;11
151.75;68;68;129.05;54;4;9;104;11
82.03;65;65;68.57;46;6;9;104;11
123.41;55;55;106.53;29;4;7;132;11
3.49;4;4;2.87;2;5;7;132;11
108.79;73;73;90.32;54;14;7;132;11
8.95;9;9;7.84;6;5;8;132;11
88.41;60;60;75.68;44;11;8;132;11
149.15;67;67;119.85;61;14;8;132;11
127.0;81;81;108.19;48;1;9;132;11
97.14;65;65;82.74;49;2;9;132;11
127.76;57;57;106.65;41;4;7;81;11
32.46;33;33;27.82;27;6;7;81;11
13.41;9;9;10.98;7;8;7;81;11
26.76;27;27;23.04;14;1;8;81;11
32.88;15;15;28.69;10;2;8;81;11
48.96;33;33;40.78;19;3;8;81;11
52.42;35;35;43.8;24;7;9;81;11
48.98;22;22;39.35;11;13;9;81;11
63.37;64;64;56.04;48;18;9;81;11
18.13;18;18;15.17;16;11;7;88;11
204.28;106;106;177.73000000000002;68;15;7;88;11
20.9;14;14;18.02;8;6;8;88;11
182.56;130;130;157.45;111;13;8;88;11
2.8;3;3;2.46;2;5;9;88;11
21.54;10;10;19.21;9;15;9;88;11
125.65;85;85;104.27;60;19;9;88;11
140.89;95;95;115.02;67;5;7;127;11
50.84;51;51;43.45;51;14;7;127;11
193.16;87;87;162.03;84;15;7;127;11
138.84;62;62;111.55;33;1;8;127;11
38.53;39;39;31.4;31;5;8;127;11
139.42;94;94;120.31;57;10;8;127;11
76.61;77;77;66.91;51;15;9;127;11
42.14;19;19;34.29;10;17;9;127;11
140.2;94;94;116.27;85;18;9;127;11
145.81;65;65;128.03;35;9;7;61;11
120.04;81;81;99.94;72;13;7;61;11
82.1;83;83;69.48;60;14;7;61;11
86.33;87;87;74.06;44;1;8;61;11
78.96;35;35;66.89;33;9;8;61;11
36.41;25;25;31.34;20;19;8;61;11
103.94;70;70;89.6;56;1;9;61;11
55.65;56;56;48.19;49;7;9;61;11
32.08;14;14;25.74;12;12;9;61;11
124.24;56;56;102.5;54;13;7;171;11
26.16;18;18;22.67;15;14;7;171;11
42.86;43;43;37.41;32;17;7;171;11
90.14;91;91;74.57;48;11;8;171;11
91.39;41;41;75.47;30;15;8;171;11
48.72;33;33;43.25;26;16;8;171;11
85.45;86;86;75.8;46;5;9;171;11
53.69;24;24;45.83;19;15;9;171;11
123.67;83;83;105.58;72;17;9;171;11
27.48;12;12;23.55;8;2;7;151;11
121.52;82;82;102.4;62;15;7;151;11
29.18;29;29;24.39;20;17;7;151;11
118.52;80;80;96.73;69;8;8;151;11
34.29;35;35;30.53;29;14;8;151;11
23.39;11;11;20.91;9;19;8;151;11
6.23;3;3;5.41;3;2;9;151;11
148.76;110;110;125.73;99;8;9;151;11
21.87;22;22;19.47;12;1;7;117;11
52.88;36;36;43.77;34;3;7;117;11
92.39;41;41;82.43;39;11;7;117;11
125.25;56;56;104.96;42;5;8;117;11
11.88;8;8;9.97;7;9;8;117;11
91.84;93;93;80.43;72;10;8;117;11
57.28;58;58;51.14;46;4;9;117;11
293.29;161;161;253.76;151;18;9;117;11
8.86;4;4;7.88;4;6;7;52;11
0.46;0;0;0.42;0;17;7;52;11
44.6;45;45;40.01;32;20;7;52;11
75.17;34;34;60.92;28;11;8;52;11
5.49;4;4;4.52;3;14;8;52;11
47.28;48;48;41.06;37;16;8;52;11
21.02;9;9;18.37;8;8;9;52;11
53.51;54;54;47.63;39;14;9;52;11
102.03;69;69;83.8;42;18;9;52;11
58.06;39;39;48.37;23;4;7;28;11
56.38;57;57;48.35;53;6;7;28;11
207.71;93;93;186.62;91;19;7;28;11
123.16;55;55;110.44;46;8;8;28;11
29.61;30;30;23.75;19;14;8;28;11
7.52;5;5;6.47;3;19;8;28;11
42.3;19;19;36.67;19;3;9;28;11
121.08;82;82;104.44;70;7;9;28;11
13.85;14;14;12.34;8;8;9;28;11
120.09;81;81;100.18;55;9;7;21;11
77.96;35;35;67.02;29;12;7;21;11
92.89;94;94;77.48;91;17;7;21;11
84.73;57;57;70.24;48;7;8;21;11
274.93;175;175;241.26;92;19;8;21;11
15.86;7;7;13.25;4;2;9;21;11
72.64;49;49;63.56;47;8;9;21;11
89.87;91;91;72.45;58;15;9;21;11
97.67;99;99;85.23;66;3;7;23;11
20.63;9;9;17.59;5;14;7;23;11
14.7;10;10;12.89;10;17;7;23;11
72.25;73;73;63.08;45;7;8;23;11
75.4;51;51;64.42;47;12;8;23;11
59.97;27;27;52.69;15;18;8;23;11
61.45;62;62;49.4;40;2;9;23;11
96.55;65;65;80.54;34;8;9;23;11
205.51;92;92;173.05;75;15;9;23;11
20.52;21;21;17.01;13;6;7;31;11
75.13;34;34;63.92;25;11;7;31;11
98.03;66;66;83.54;66;15;7;31;11
202.56;91;91;175.47;75;15;8;31;11
44.81;45;45;38.8;34;16;8;31;11
102.5;69;69;90.76;55;19;8;31;11
62.05;42;42;50.05;23;1;9;31;11
13.24;13;13;11.15;10;15;9;31;11
170.32;76;76;136.63;67;16;9;31;11
105.97;71;71;93.4;70;15;7;33;11
133.70999999999998;74;74;118.83;65;17;7;33;11
211.45;95;95;181.7;87;6;8;33;11
29.24;30;30;25.56;22;7;8;33;11
131.81;89;89;116.94;82;20;8;33;11
80.24;54;54;66.77;30;8;9;33;11
14.99;15;15;12.32;10;15;9;33;11
177.4;80;80;152.96;59;16;9;33;11
93.08;42;42;74.47;30;5;7;154;11
50.48;51;51;42.29;42;12;7;154;11
109.85;74;74;93.84;43;13;7;154;11
65.69;44;44;58.3;30;8;8;154;11
172.12;77;77;147.33;44;14;8;154;11
83.42;84;84;67.74;56;20;8;154;11
114.31;51;51;95.52;50;10;9;154;11
61.15;62;62;52.49;54;19;9;154;11
137.42;93;93;122.56;62;20;9;154;11
101.6;68;68;84.81;56;12;7;62;11
19.67;20;20;16.78;11;17;7;62;11
6.02;3;3;5.22;2;18;7;62;11
89.11;90;90;71.54;64;10;8;62;11
65.44;29;29;52.8;25;15;8;62;11
143.23;96;96;121.53;59;17;8;62;11
88.48;89;89;76.96;63;7;9;62;11
269.29999999999995;148;148;225.02;126;14;9;62;11
97.8;99;99;83.72;87;2;7;90;11
23.3;10;10;18.83;7;10;7;90;11
16.68;11;11;14.28;7;19;7;90;11
57.66;39;39;46.87;28;8;8;90;11
168.66;76;76;138.15;75;10;8;90;11
7.93;8;8;6.37;5;12;8;90;11
122.89;83;83;103.79;65;4;9;90;11
122.03;55;55;108.7;50;13;9;90;11
29.95;30;30;26.3;29;19;9;90;11
1.09;1;1;0.98;1;5;7;138;11
88.53;40;40;77.01;23;11;7;138;11
114.88;77;77;92.57;51;19;7;138;11
142.6;64;64;125.76;55;3;8;138;11
63.6;64;64;52.65;44;6;8;138;11
65.02;44;44;58.29;35;12;8;138;11
1.85;2;2;1.49;1;5;9;138;11
60.95;27;27;54.45;20;9;9;138;11
101.22;68;68;82.31;56;17;9;138;11
5.48;4;4;4.88;3;5;7;166;11
196.13;88;88;173.72;85;7;7;166;11
61.95;63;63;51.71;46;15;7;166;11
98.57;100;100;86.1;72;4;8;166;11
126.39;57;57;109.27;34;12;8;166;11
142.02;96;96;115.73;66;19;8;166;11
164.84;74;74;137.8;37;4;9;166;11
39.12;36;36;34.05;33;8;9;166;11
6.29;3;3;5.48;2;3;7;30;11
30.59;21;21;25.7;16;7;7;30;11
88.68;90;90;72.0;80;9;7;30;11
133.33;60;60;116.98;46;9;8;30;11
12.35;12;12;9.88;7;11;8;30;11
10.8;7;7;8.81;4;14;8;30;11
117.96;79;79;104.03;75;3;9;30;11
0.82;1;1;0.72;1;5;9;30;11
135.16;61;61;121.37;45;17;9;30;11
92.67;94;94;79.57;82;1;7;118;11
190.29;85;85;161.87;76;12;7;118;11
112.74;76;76;94.05;40;13;7;118;11
86.81;64;64;76.5;57;10;8;118;11
21.05;14;14;17.96;13;19;8;118;11
56.81;57;57;45.99;38;11;9;118;11
27.99;19;19;23.91;10;13;9;118;11
119.65;54;54;104.2;50;15;9;118;11
66.83;45;45;56.25;31;7;7;125;11
32.73;33;33;28.08;20;11;7;125;11
86.34;39;39;69.87;27;20;7;125;11
21.31;10;10;18.32;6;1;8;125;11
23.36;16;16;20.01;8;2;8;125;11
38.47;39;39;33.29;28;19;8;125;11
11.19;11;11;9.07;8;3;9;125;11
213.48;96;96;190.33;48;9;9;125;11
14.09;9;9;12.4;9;11;9;125;11
80.25;54;54;69.49;32;7;7;184;11
8.98;9;9;7.76;5;9;7;184;11
138.87;62;62;119.35;39;10;7;184;11
6.81;7;7;6.0;6;4;8;184;11
197.4;89;89;175.73;58;8;8;184;11
132.25;89;89;107.82;84;18;8;184;11
64.5;43;43;53.43;22;4;9;184;11
78.72;80;80;68.43;57;5;9;184;11
54.51;24;24;44.25;15;17;9;184;11
5.34;5;5;4.34;4;3;7;59;11
73.63;33;33;65.7;23;6;7;59;11
16.52;11;11;13.4;9;11;7;59;11
66.35;67;67;59.68;42;7;8;59;11
128.99;87;87;113.08;58;9;8;59;11
187.89;84;84;156.3;69;11;8;59;11
73.06;74;74;59.63;49;9;9;59;11
51.6;23;23;45.2;14;15;9;59;11
114.01;77;77;92.1;74;19;9;59;11
7.96;8;8;7.13;5;11;7;126;11
217.5;98;98;194.23;55;18;7;126;11
53.63;36;36;47.58;33;19;7;126;11
35.12;35;35;29.33;28;1;8;126;11
144.79;97;97;121.33;65;14;8;126;11
151.76;68;68;124.05;54;19;8;126;11
144.56;65;65;119.77;45;4;9;126;11
45.17;46;46;36.67;29;8;9;126;11
89.16;60;60;71.78;52;20;9;126;11
48.64;49;49;41.46;40;1;7;87;11
33.5;23;23;27.49;14;7;7;87;11
105.33;47;47;84.61;40;12;7;87;11
12.19;8;8;10.63;8;1;8;87;11
104.36;47;47;84.44;33;3;8;87;11
39.21;40;40;33.83;29;8;8;87;11
164.55;74;74;143.84;57;1;9;87;11
71.72999999999999;48;48;62.84;30;20;9;87;11
21.87;10;10;17.84;8;13;7;89;11
90.61;61;61;79.71;45;14;7;89;11
5.85;6;6;4.77;3;16;7;89;11
122.96;94;94;104.84;67;10;8;89;11
50.01;22;22;41.84;14;17;8;89;11
63.2;64;64;55.78;58;1;9;89;11
122.35;82;82;109.81;46;7;9;89;11
33.16;15;15;27.53;13;16;9;89;11
28.6;13;13;23.01;11;3;7;165;11
5.79;4;4;4.79;3;12;7;165;11
82.99;84;84;73.37;67;19;7;165;11
188.13;84;84;159.42;82;3;8;165;11
90.42;91;91;80.56;52;11;8;165;11
69.33;47;47;58.72;26;15;8;165;11
37.37;38;38;31.27;31;4;9;165;11
201.03;90;90;163.51;77;17;9;165;11
117.99;79;79;97.22;61;20;9;165;11
99.04;67;67;88.22;42;7;7;106;11
53.13;24;24;45.11;21;10;7;106;11
21.73;22;22;18.78;20;15;7;106;11
53.59;54;54;44.08;41;2;8;106;11
24.53;17;17;20.15;9;6;8;106;11
76.75;34;34;66.32;19;11;8;106;11
67.75;68;68;60.64;54;1;9;106;11
161.61;73;73;142.31;60;5;9;106;11
10.07;7;7;8.84;5;14;9;106;11
63.68;64;64;51.44;46;6;7;152;11
58.61;39;39;49.28;38;10;7;152;11
60.47;27;27;53.69;24;12;7;152;11
84.16;85;85;68.1;71;3;8;152;11
160.48;72;72;134.15;40;16;8;152;11
32.03;22;22;25.84;11;19;8;152;11
68.46;46;46;59.12;38;4;9;152;11
16.64;17;17;14.08;15;10;9;152;11
97.84;44;44;78.82;23;17;9;152;11
34.71;23;23;31.1;16;1;7;119;11
85.49;86;86;70.77;65;4;7;119;11
213.17;96;96;171.65;88;10;7;119;11
145.76;98;98;127.65;61;9;8;119;11
81.0;82;82;69.13;82;17;8;119;11
75.25;34;34;63.85;20;20;8;119;11
55.69;37;37;47.22;20;3;9;119;11
111.8;50;50;93.06;43;9;9;119;11
74.44;75;75;65.22;75;17;9;119;11
42.51;19;19;37.86;18;3;7;22;11
77.6;52;52;69.63;42;5;7;22;11
83.96;85;85;70.18;46;10;7;22;11
24.13;24;24;20.35;15;1;8;22;11
0.64;0;0;0.57;0;3;8;22;11
87.81;39;39;70.55;31;7;8;22;11
130.22;112;112;110.9;82;17;9;22;11
49.66;22;22;44.41;18;20;9;22;11
135.97;61;61;112.07;61;6;7;170;11
141.31;95;95;126.21;79;14;7;170;11
42.97;43;43;35.67;33;18;7;170;11
85.98;87;87;73.39;59;2;8;170;11
60.97;41;41;51.17;26;17;8;170;11
221.33;99;99;184.4;66;20;8;170;11
26.04;18;18;21.01;17;12;9;170;11
39.15;40;40;33.76;25;17;9;170;11
46.7;21;21;39.77;15;20;9;170;11
96.5;43;43;84.57;42;4;7;112;11
61.19;41;41;52.46;29;7;7;112;11
84.56;85;85;70.99;54;13;7;112;11
50.3;34;34;44.13;31;7;8;112;11
47.53;21;21;38.15;19;9;8;112;11
39.59;40;40;34.57;20;12;8;112;11
42.92;19;19;36.74;17;9;9;112;11
0.43;0;0;0.38;0;12;9;112;11
33.79;34;34;30.36;29;13;9;112;11
155.67;70;70;125.43;59;3;7;53;11
29.62;30;30;23.9;17;5;7;53;11
86.22;58;58;72.75;48;14;7;53;11
16.11;16;16;13.35;10;8;8;53;11
134.62;91;91;115.04;57;13;8;53;11
160.86;72;72;138.87;71;14;8;53;11
214.57;96;96;173.31;66;3;9;53;11
51.24;35;35;42.76;34;4;9;53;11
0.86;1;1;0.71;1;16;9;53;11
71.51;32;32;63.89;31;5;7;29;11
94.65;64;64;80.11;51;9;7;29;11
26.47;27;27;21.21;19;17;7;29;11
36.43;37;37;29.7;33;1;8;29;11
65.3;44;44;52.91;27;7;8;29;11
162.55;73;73;139.3;69;11;8;29;11
26.75;12;12;21.5;11;1;9;29;11
31.03;21;21;27.02;17;3;9;29;11
55.93;56;56;48.67;41;5;9;29;11
50.93;34;34;43.44;25;4;7;86;11
76.12;77;77;65.25;44;7;7;86;11
155.93;70;70;135.26;65;15;7;86;11
11.45;8;8;9.69;7;9;8;86;11
59.34;60;60;48.09;48;19;8;86;11
124.27;56;56;109.19;48;20;8;86;11
4.33;3;3;3.56;3;9;9;86;11
157.61;71;71;141.05;64;15;9;86;11
43.42;44;44;38.2;24;19;9;86;11
147.69;66;66;118.42;64;7;7;180;11
42.34;29;29;35.35;17;18;7;180;11
75.78;77;77;64.09;74;20;7;180;11
39.3;26;26;33.56;17;5;8;180;11
103.57;46;46;85.39;37;9;8;180;11
72.94;74;74;58.9;41;10;8;180;11
9.97;4;4;8.86;4;3;9;180;11
55.3;56;56;45.99;46;6;9;180;11
76.58;52;52;67.14;44;8;9;180;11
38.27;39;39;32.36;31;19;7;58;11
355.15;191;191;301.99;134;20;7;58;11
29.04;20;20;24.31;11;11;8;58;11
173.89;103;103;144.2;65;18;8;58;11
89.75;91;91;75.82;89;1;9;58;11
52.57;35;35;44.82;33;5;9;58;11
53.41;24;24;46.61;14;12;9;58;11
179.95;81;81;158.41;47;4;7;178;11
61.18;41;41;51.12;37;13;7;178;11
58.16;59;59;49.53;42;16;7;178;11
161.12;72;72;144.84;38;9;8;178;11
127.94;86;86;104.69;55;15;8;178;11
56.67;57;57;47.87;46;18;8;178;11
45.39;46;46;37.71;32;7;9;178;11
137.72;62;62;110.48;33;13;9;178;11
80.37;54;54;72.15;41;16;9;178;11
12.25;6;6;10.1;4;2;7;105;11
84.13;57;57;68.39;44;4;7;105;11
84.59;85;85;73.19;76;18;7;105;11
42.87;43;43;37.48;25;6;8;105;11
78.54;53;53;68.34;31;10;8;105;11
72.12;32;32;63.06;23;14;8;105;11
31.03;21;21;25.63;12;1;9;105;11
111.96;50;50;95.22;38;18;9;105;11
55.64;56;56;45.17;40;19;9;105;11
72.91;49;49;59.91;39;5;7;27;11
1.32;1;1;1.13;1;8;7;27;11
197.8;89;89;161.54;62;9;7;27;11
88.06;59;59;78.07;51;8;8;27;11
40.88;41;41;35.09;32;9;8;27;11
54.36;24;24;44.58;20;16;8;27;11
63.55;64;64;52.14;46;1;9;27;11
121.91;82;82;98.16;74;16;9;27;11
122.39;55;55;101.85;50;19;9;27;11
186.45;84;84;164.4;58;2;7;182;11
121.48;92;92;103.79;63;4;7;182;11
11.99;8;8;10.18;6;7;8;182;11
147.67;66;66;121.93;39;10;8;182;11
23.25;23;23;19.25;13;13;8;182;11
1.48;1;1;1.25;1;12;9;182;11
61.05;62;62;50.58;42;13;9;182;11
1.98;1;1;1.65;1;14;9;182;11
128.04;86;86;108.13;57;5;7;79;11
55.63;56;56;47.39;46;9;7;79;11
36.3;16;16;29.57;16;10;7;79;11
33.14;22;22;28.92;20;6;8;79;11
97.2;98;98;78.25;64;12;8;79;11
92.36;41;41;79.78;40;16;8;79;11
135.17;91;91;111.42;70;8;9;79;11
55.48;56;56;48.23;33;13;9;79;11
77.3;35;35;69.39;30;19;9;79;11
86.28;87;87;71.77;65;2;7;56;11
83.96;38;38;68.61;29;3;7;56;11
76.88;52;52;68.36;39;13;7;56;11
3.08;1;1;2.57;1;11;8;56;11
89.99;61;61;80.61;34;16;8;56;11
67.96;69;69;56.42;48;19;8;56;11
18.32;19;19;15.23;10;13;9;56;11
59.73;40;40;53.69;28;17;9;56;11
154.06;69;69;136.5;36;20;9;56;11
71.86;73;73;57.86;47;2;7;131;11
11.84;5;5;9.53;4;4;7;131;11
141.15;95;95;125.76;65;5;7;131;11
26.34;27;27;21.29;18;6;8;131;11
179.65;98;98;152.16000000000005;86;8;8;131;11
20.34;21;21;16.51;16;1;9;131;11
50.12;23;23;40.19;15;6;9;131;11
14.36;10;10;12.15;7;14;9;131;11
127.18;86;86;101.95;46;6;7;50;11
81.82;83;83;66.38;63;9;7;50;11
104.99;47;47;90.01;37;14;7;50;11
105.51;71;71;92.82;49;3;8;50;11
183.66;82;82;157.37;66;7;8;50;11
16.92;17;17;14.63;14;17;8;50;11
11.41;8;8;9.91;4;2;9;50;11
36.6;16;16;32.13;11;8;9;50;11
5.83;6;6;4.82;4;13;9;50;11
200.97;90;90;176.86;74;1;7;113;11
3.23;3;3;2.62;2;6;7;113;11
11.81;8;8;10.41;4;14;7;113;11
26.96;27;27;21.95;18;6;8;113;11
71.91;48;48;61.64;32;11;8;113;11
20.34;9;9;16.95;8;18;8;113;11
45.46;46;46;40.02;43;9;9;113;11
351.82;189;189;303.46000000000004;138;11;9;113;11
28.46;29;29;25.58;19;9;7;76;11
222.67;100;100;182.31;50;16;7;76;11
61.02;41;41;50.21;21;18;7;76;11
57.44;39;39;48.99;26;4;8;76;11
156.75;70;70;129.78;48;11;8;76;11
66.47;67;67;55.16;56;14;8;76;11
72.19;73;73;58.48;37;5;9;76;11
134.37;90;90;112.71;81;6;9;76;11
179.71;81;81;145.76;61;9;9;76;11
85.78;58;58;75.22;42;2;7;77;11
45.92;21;21;36.78;12;13;7;77;11
81.95;83;83;71.8;82;20;7;77;11
6.94;5;5;5.71;4;1;8;77;11
193.43;87;87;162.09;83;13;8;77;11
37.92;38;38;30.95;29;16;8;77;11
86.85;39;39;71.64;22;12;9;77;11
115.62;83;83;95.0;47;14;9;77;11
65.3;29;29;52.33;29;5;7;114;11
115.07;77;77;93.36;45;10;7;114;11
22.87;23;23;19.55;14;20;7;114;11
207.1;120;120;176.06;90;1;8;114;11
67.7;46;46;57.93;30;8;8;114;11
83.16;37;37;73.46;35;3;9;114;11
49.23;50;50;40.34;32;4;9;114;11
51.22;34;34;44.35;34;10;9;114;11
52.65;53;53;45.77;38;5;7;153;11
78.14;53;53;67.86;47;7;7;153;11
114.73;52;52;98.23;50;16;7;153;11
69.82;71;71;62.57;49;2;8;153;11
128.71;87;87;109.95;55;7;8;153;11
184.04;83;83;159.04;63;14;8;153;11
41.51;19;19;34.92;14;12;9;153;11
25.91;26;26;21.91;15;16;9;153;11
53.08;36;36;42.86;28;18;9;153;11
142.16;64;64;116.08;45;10;7;140;11
46.65;47;47;40.14;31;12;7;140;11
4.28;3;3;3.78;2;18;7;140;11
116.43;78;78;101.18;66;11;8;140;11
30.08;30;30;25.81;24;16;8;140;11
175.03;79;79;153.78;63;20;8;140;11
52.44;53;53;42.71;51;8;9;140;11
101.46;46;46;89.74;33;16;9;140;11
110.17;74;74;89.73;38;19;9;140;11
71.01;48;48;62.29;35;1;7;120;11
59.24;60;60;48.61;45;17;7;120;11
222.44;100;100;193.57;84;20;7;120;11
41.62;42;42;34.79;34;7;8;120;11
100.12;45;45;82.0;44;13;8;120;11
38.92;26;26;34.45;17;19;8;120;11
82.97;56;56;72.44;53;14;9;120;11
65.02;29;29;53.91;21;17;9;120;11
13.58;14;14;11.56;12;20;9;120;11
72.91;33;33;65.3;27;7;7;163;11
47.69;48;48;41.59;36;13;7;163;11
35.06;24;24;30.12;18;19;7;163;11
6.48;7;7;5.74;5;8;8;163;11
182.1;82;82;158.37;42;11;8;163;11
112.11;75;75;91.21;41;14;8;163;11
62.65;42;42;53.91;40;9;9;163;11
161.77;73;73;143.29;41;15;9;163;11
32.02;32;32;27.6;21;17;9;163;11
82.99;56;56;67.54;39;5;7;128;11
40.15;18;18;35.5;11;10;7;128;11
37.74;38;38;30.37;24;15;7;128;11
96.1;65;65;84.08;44;1;8;128;11
92.81;94;94;76.04;92;4;8;128;11
47.3;21;21;41.5;17;9;8;128;11
184.51;145;145;156.36;109;2;9;128;11
88.47;40;40;79.08;23;13;9;128;11
61.36;62;62;50.4;53;3;7;34;11
219.99;99;99;186.9;56;6;7;34;11
23.85;16;16;20.03;12;14;7;34;11
6.27;3;3;5.55;3;5;8;34;11
25.93;17;17;23.07;17;6;8;34;11
7.81;8;8;6.77;6;11;8;34;11
99.91;45;45;87.79;39;8;9;34;11
39.97;27;27;34.64;21;17;9;34;11
26.66;27;27;23.9;26;18;9;34;11
89.73;60;60;80.11;45;4;7;74;11
69.53;70;70;58.22;60;11;7;74;11
0.42;0;0;0.35;0;13;7;74;11
54.64;37;37;44.18;34;4;8;74;11
24.67;25;25;21.93;20;16;8;74;11
199.41;90;90;163.33;61;17;8;74;11
136.55;61;61;111.57;51;4;9;74;11
128.16;86;86;105.3;81;7;9;74;11
76.87;78;78;66.09;61;8;9;74;11
72.42;49;49;62.39;47;6;7;162;11
109.36;55;55;95.31;43;9;7;162;11
51.74;52;52;43.6;37;7;8;162;11
247.8;136;136;209.37;105;12;8;162;11
149.28;67;67;130.88;42;3;9;162;11
113.52;76;76;99.53;75;13;9;162;11
83.62;84;84;74.46;68;18;9;162;11
96.63;65;65;85.7;59;3;7;115;11
35.47;16;16;29.96;14;7;7;115;11
95.86;97;97;79.25;64;13;7;115;11
14.15;10;10;11.98;9;1;8;115;11
95.18;96;96;77.78;52;6;8;115;11
136.21;61;61;120.62;44;15;8;115;11
169.52;76;76;139.4;43;6;9;115;11
71.86;48;48;58.04;41;9;9;115;11
56.33;57;57;46.79;44;19;9;115;11
80.32;81;81;69.93;57;6;7;32;11
17.99;8;8;14.93;5;11;7;32;11
65.68;44;44;53.02;39;15;7;32;11
67.97;69;69;58.38;49;5;8;32;11
86.98;59;59;70.86;56;10;8;32;11
101.8;46;46;84.48;24;17;8;32;11
87.73;59;59;74.15;55;3;9;32;11
168.93;76;76;142.87;69;4;9;32;11
36.55;37;37;32.47;31;9;9;32;11
88.93;60;60;74.77;39;5;7;60;11
200.61;90;90;164.1;71;7;7;60;11
27.96;28;28;24.74;24;14;7;60;11
24.75;17;17;21.63;14;4;8;60;11
108.05;49;49;90.9;36;7;8;60;11
7.09;7;7;5.97;7;11;8;60;11
130.38;105;105;107.64;100;1;9;60;11
120.03;81;81;106.38;53;19;9;60;11
57.72;39;39;49.28;30;1;7;116;11
9.83;10;10;8.7;10;3;7;116;11
